GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
1500000US060750128004,60750128004,"Block Group 4, Census Tract 128, San Francisco County, California",1699,307
1500000US060750129011,60750129011,"Block Group 1, Census Tract 129.01, San Francisco County, California",1770,193
1500000US060750129012,60750129012,"Block Group 2, Census Tract 129.01, San Francisco County, California",1819,187
1500000US060750129021,60750129021,"Block Group 1, Census Tract 129.02, San Francisco County, California",1717,155
1500000US060750129022,60750129022,"Block Group 2, Census Tract 129.02, San Francisco County, California",1701,128
1500000US060750129023,60750129023,"Block Group 3, Census Tract 129.02, San Francisco County, California",1839,405
1500000US060750130001,60750130001,"Block Group 1, Census Tract 130, San Francisco County, California",1950,256
1500000US060750130002,60750130002,"Block Group 2, Census Tract 130, San Francisco County, California",2618,1135
1500000US060750130003,60750130003,"Block Group 3, Census Tract 130, San Francisco County, California",2705,1270
1500000US060750130004,60750130004,"Block Group 4, Census Tract 130, San Francisco County, California",1914,354
1500000US060750131011,60750131011,"Block Group 1, Census Tract 131.01, San Francisco County, California",2192,287
1500000US060750131012,60750131012,"Block Group 2, Census Tract 131.01, San Francisco County, California",2160,452
1500000US060750131021,60750131021,"Block Group 1, Census Tract 131.02, San Francisco County, California",1958,176
1500000US060750131022,60750131022,"Block Group 2, Census Tract 131.02, San Francisco County, California",2293,267
1500000US060750132001,60750132001,"Block Group 1, Census Tract 132, San Francisco County, California",2243,240
1500000US060750132002,60750132002,"Block Group 2, Census Tract 132, San Francisco County, California",2603,374
1500000US060750132003,60750132003,"Block Group 3, Census Tract 132, San Francisco County, California",2580,547
1500000US060750133001,60750133001,"Block Group 1, Census Tract 133, San Francisco County, California",3408,246
1500000US060750133002,60750133002,"Block Group 2, Census Tract 133, San Francisco County, California",1963,264
1500000US060750133003,60750133003,"Block Group 3, Census Tract 133, San Francisco County, California",1384,284
1500000US060750133004,60750133004,"Block Group 4, Census Tract 133, San Francisco County, California",2667,1113
1500000US060750133005,60750133005,"Block Group 5, Census Tract 133, San Francisco County, California",1621,451
1500000US060750134001,60750134001,"Block Group 1, Census Tract 134, San Francisco County, California",2162,403
1500000US060750134002,60750134002,"Block Group 2, Census Tract 134, San Francisco County, California",1922,233
1500000US060750134003,60750134003,"Block Group 3, Census Tract 134, San Francisco County, California",2250,382
1500000US060750135001,60750135001,"Block Group 1, Census Tract 135, San Francisco County, California",1824,178
1500000US060750135002,60750135002,"Block Group 2, Census Tract 135, San Francisco County, California",1483,274
1500000US060750151001,60750151001,"Block Group 1, Census Tract 151, San Francisco County, California",1747,191
1500000US060750151002,60750151002,"Block Group 2, Census Tract 151, San Francisco County, California",2224,697
1500000US060750152001,60750152001,"Block Group 1, Census Tract 152, San Francisco County, California",1465,260
1500000US060750152002,60750152002,"Block Group 2, Census Tract 152, San Francisco County, California",1480,206
1500000US060750152003,60750152003,"Block Group 3, Census Tract 152, San Francisco County, California",1856,132
1500000US060750153001,60750153001,"Block Group 1, Census Tract 153, San Francisco County, California",1933,201
1500000US060750153002,60750153002,"Block Group 2, Census Tract 153, San Francisco County, California",2057,265
1500000US060750154001,60750154001,"Block Group 1, Census Tract 154, San Francisco County, California",2099,539
1500000US060750154002,60750154002,"Block Group 2, Census Tract 154, San Francisco County, California",1637,595
1500000US060750154003,60750154003,"Block Group 3, Census Tract 154, San Francisco County, California",1928,303
1500000US060750154004,60750154004,"Block Group 4, Census Tract 154, San Francisco County, California",2152,388
1500000US060750154005,60750154005,"Block Group 5, Census Tract 154, San Francisco County, California",1500,1053
1500000US060750155001,60750155001,"Block Group 1, Census Tract 155, San Francisco County, California",1333,631
1500000US060750155002,60750155002,"Block Group 2, Census Tract 155, San Francisco County, California",2080,388
1500000US060750156001,60750156001,"Block Group 1, Census Tract 156, San Francisco County, California",2269,714
1500000US060750156002,60750156002,"Block Group 2, Census Tract 156, San Francisco County, California",1597,175
1500000US060750156003,60750156003,"Block Group 3, Census Tract 156, San Francisco County, California",886,162
1500000US060750157001,60750157001,"Block Group 1, Census Tract 157, San Francisco County, California",1834,177
1500000US060750157002,60750157002,"Block Group 2, Census Tract 157, San Francisco County, California",1802,228
1500000US060750157003,60750157003,"Block Group 3, Census Tract 157, San Francisco County, California",2027,268
1500000US060750157004,60750157004,"Block Group 4, Census Tract 157, San Francisco County, California",1782,199
1500000US060750158011,60750158011,"Block Group 1, Census Tract 158.01, San Francisco County, California",847,173
1500000US060750158012,60750158012,"Block Group 2, Census Tract 158.01, San Francisco County, California",1129,248
1500000US060750158013,60750158013,"Block Group 3, Census Tract 158.01, San Francisco County, California",775,733
1500000US060750158021,60750158021,"Block Group 1, Census Tract 158.02, San Francisco County, California",1586,336
1500000US060750158022,60750158022,"Block Group 2, Census Tract 158.02, San Francisco County, California",1281,141
1500000US060750159001,60750159001,"Block Group 1, Census Tract 159, San Francisco County, California",959,285
1500000US060750159002,60750159002,"Block Group 2, Census Tract 159, San Francisco County, California",1944,289
1500000US060750160001,60750160001,"Block Group 1, Census Tract 160, San Francisco County, California",1093,249
1500000US060750161001,60750161001,"Block Group 1, Census Tract 161, San Francisco County, California",1012,190
1500000US060750161002,60750161002,"Block Group 2, Census Tract 161, San Francisco County, California",496,178
1500000US060750161003,60750161003,"Block Group 3, Census Tract 161, San Francisco County, California",332,118
1500000US060750161004,60750161004,"Block Group 4, Census Tract 161, San Francisco County, California",1168,272
1500000US060750162001,60750162001,"Block Group 1, Census Tract 162, San Francisco County, California",1428,151
1500000US060750162002,60750162002,"Block Group 2, Census Tract 162, San Francisco County, California",1274,176
1500000US060750162003,60750162003,"Block Group 3, Census Tract 162, San Francisco County, California",1569,216
1500000US060750163002,60750163002,"Block Group 2, Census Tract 163, San Francisco County, California",1778,354
1500000US060750163003,60750163003,"Block Group 3, Census Tract 163, San Francisco County, California",1721,198
1500000US060750164001,60750164001,"Block Group 1, Census Tract 164, San Francisco County, California",1730,117
1500000US060750164002,60750164002,"Block Group 2, Census Tract 164, San Francisco County, California",1803,240
1500000US060750165001,60750165001,"Block Group 1, Census Tract 165, San Francisco County, California",1138,365
1500000US060750165002,60750165002,"Block Group 2, Census Tract 165, San Francisco County, California",1553,217
1500000US060750165003,60750165003,"Block Group 3, Census Tract 165, San Francisco County, California",1566,990
1500000US060750165004,60750165004,"Block Group 4, Census Tract 165, San Francisco County, California",1735,229
1500000US060750166001,60750166001,"Block Group 1, Census Tract 166, San Francisco County, California",1824,258
1500000US060750166002,60750166002,"Block Group 2, Census Tract 166, San Francisco County, California",1335,172
1500000US060750166003,60750166003,"Block Group 3, Census Tract 166, San Francisco County, California",2271,481
1500000US060750166004,60750166004,"Block Group 4, Census Tract 166, San Francisco County, California",2015,552
1500000US060750167001,60750167001,"Block Group 1, Census Tract 167, San Francisco County, California",1824,162
1500000US060750167002,60750167002,"Block Group 2, Census Tract 167, San Francisco County, California",1795,409
1500000US060750167003,60750167003,"Block Group 3, Census Tract 167, San Francisco County, California",1825,431
1500000US060750167004,60750167004,"Block Group 4, Census Tract 167, San Francisco County, California",1816,121
1500000US060750168011,60750168011,"Block Group 1, Census Tract 168.01, San Francisco County, California",1920,197
1500000US060750168012,60750168012,"Block Group 2, Census Tract 168.01, San Francisco County, California",1488,445
1500000US060750168013,60750168013,"Block Group 3, Census Tract 168.01, San Francisco County, California",1299,304
1500000US060750168021,60750168021,"Block Group 1, Census Tract 168.02, San Francisco County, California",1606,231
1500000US060750168022,60750168022,"Block Group 2, Census Tract 168.02, San Francisco County, California",1383,507
1500000US060750168023,60750168023,"Block Group 3, Census Tract 168.02, San Francisco County, California",1187,115
1500000US060750169001,60750169001,"Block Group 1, Census Tract 169, San Francisco County, California",1459,197
1500000US060750169002,60750169002,"Block Group 2, Census Tract 169, San Francisco County, California",1935,447
1500000US060750170001,60750170001,"Block Group 1, Census Tract 170, San Francisco County, California",1440,282
1500000US060750170002,60750170002,"Block Group 2, Census Tract 170, San Francisco County, California",2337,303
1500000US060750170003,60750170003,"Block Group 3, Census Tract 170, San Francisco County, California",-,**
1500000US060750171011,60750171011,"Block Group 1, Census Tract 171.01, San Francisco County, California",1706,203
1500000US060750171012,60750171012,"Block Group 2, Census Tract 171.01, San Francisco County, California",2086,336
1500000US060750171013,60750171013,"Block Group 3, Census Tract 171.01, San Francisco County, California",1906,135
1500000US060750171021,60750171021,"Block Group 1, Census Tract 171.02, San Francisco County, California",2266,276
1500000US060750171022,60750171022,"Block Group 2, Census Tract 171.02, San Francisco County, California",1763,698
1500000US060750171023,60750171023,"Block Group 3, Census Tract 171.02, San Francisco County, California",2094,216
1500000US060750176011,60750176011,"Block Group 1, Census Tract 176.01, San Francisco County, California",-,**
1500000US060750176012,60750176012,"Block Group 2, Census Tract 176.01, San Francisco County, California",632,104
1500000US060750176013,60750176013,"Block Group 3, Census Tract 176.01, San Francisco County, California",1117,138
1500000US060750176014,60750176014,"Block Group 4, Census Tract 176.01, San Francisco County, California",1075,399
1500000US060750176015,60750176015,"Block Group 5, Census Tract 176.01, San Francisco County, California",729,122
1500000US060750177001,60750177001,"Block Group 1, Census Tract 177, San Francisco County, California",2667,1276
1500000US060750177002,60750177002,"Block Group 2, Census Tract 177, San Francisco County, California",1516,192
1500000US060750178011,60750178011,"Block Group 1, Census Tract 178.01, San Francisco County, California",279,7
1500000US060750178012,60750178012,"Block Group 2, Census Tract 178.01, San Francisco County, California",443,167
1500000US060750178021,60750178021,"Block Group 1, Census Tract 178.02, San Francisco County, California",1329,295
1500000US060750178022,60750178022,"Block Group 2, Census Tract 178.02, San Francisco County, California",1074,618
1500000US060750179021,60750179021,"Block Group 1, Census Tract 179.02, San Francisco County, California",1732,173
1500000US060750180001,60750180001,"Block Group 1, Census Tract 180, San Francisco County, California",2582,298
1500000US060750201001,60750201001,"Block Group 1, Census Tract 201, San Francisco County, California",1277,748
1500000US060750201002,60750201002,"Block Group 2, Census Tract 201, San Francisco County, California",1168,141
1500000US060750201003,60750201003,"Block Group 3, Census Tract 201, San Francisco County, California",1080,1039
1500000US060750201004,60750201004,"Block Group 4, Census Tract 201, San Francisco County, California",533,208
1500000US060750202001,60750202001,"Block Group 1, Census Tract 202, San Francisco County, California",1764,360
1500000US060750202002,60750202002,"Block Group 2, Census Tract 202, San Francisco County, California",1412,211
1500000US060750202003,60750202003,"Block Group 3, Census Tract 202, San Francisco County, California",1042,256
1500000US060750203001,60750203001,"Block Group 1, Census Tract 203, San Francisco County, California",1690,188
1500000US060750203002,60750203002,"Block Group 2, Census Tract 203, San Francisco County, California",1851,264
1500000US060750203003,60750203003,"Block Group 3, Census Tract 203, San Francisco County, California",1375,255
1500000US060750204011,60750204011,"Block Group 1, Census Tract 204.01, San Francisco County, California",2112,417
1500000US060750204012,60750204012,"Block Group 2, Census Tract 204.01, San Francisco County, California",2067,242
1500000US060750204013,60750204013,"Block Group 3, Census Tract 204.01, San Francisco County, California",2158,402
1500000US060750204021,60750204021,"Block Group 1, Census Tract 204.02, San Francisco County, California",1782,143
1500000US060750204022,60750204022,"Block Group 2, Census Tract 204.02, San Francisco County, California",1824,151
1500000US060750205001,60750205001,"Block Group 1, Census Tract 205, San Francisco County, California",1812,114
1500000US060750205002,60750205002,"Block Group 2, Census Tract 205, San Francisco County, California",1552,271
1500000US060750205003,60750205003,"Block Group 3, Census Tract 205, San Francisco County, California",1983,552
1500000US060750206001,60750206001,"Block Group 1, Census Tract 206, San Francisco County, California",1320,293
1500000US060750206002,60750206002,"Block Group 2, Census Tract 206, San Francisco County, California",2101,390
1500000US060750206003,60750206003,"Block Group 3, Census Tract 206, San Francisco County, California",2140,517
1500000US060750206004,60750206004,"Block Group 4, Census Tract 206, San Francisco County, California",2117,294
1500000US060750207001,60750207001,"Block Group 1, Census Tract 207, San Francisco County, California",1691,409
1500000US060750207002,60750207002,"Block Group 2, Census Tract 207, San Francisco County, California",1821,393
1500000US060750207003,60750207003,"Block Group 3, Census Tract 207, San Francisco County, California",2260,252
1500000US060750208001,60750208001,"Block Group 1, Census Tract 208, San Francisco County, California",1696,256
1500000US060750208002,60750208002,"Block Group 2, Census Tract 208, San Francisco County, California",1185,365
1500000US060750208003,60750208003,"Block Group 3, Census Tract 208, San Francisco County, California",735,98
1500000US060750208004,60750208004,"Block Group 4, Census Tract 208, San Francisco County, California",1275,242
1500000US060750209001,60750209001,"Block Group 1, Census Tract 209, San Francisco County, California",1056,99
1500000US060750209002,60750209002,"Block Group 2, Census Tract 209, San Francisco County, California",1195,341
1500000US060750209003,60750209003,"Block Group 3, Census Tract 209, San Francisco County, California",1396,192
1500000US060750209004,60750209004,"Block Group 4, Census Tract 209, San Francisco County, California",1375,166
1500000US060750210001,60750210001,"Block Group 1, Census Tract 210, San Francisco County, California",2588,1681
1500000US060750210002,60750210002,"Block Group 2, Census Tract 210, San Francisco County, California",1814,173
1500000US060750210003,60750210003,"Block Group 3, Census Tract 210, San Francisco County, California",1584,197
1500000US060750210004,60750210004,"Block Group 4, Census Tract 210, San Francisco County, California",1454,103
1500000US060750211001,60750211001,"Block Group 1, Census Tract 211, San Francisco County, California",2000,591
1500000US060750211002,60750211002,"Block Group 2, Census Tract 211, San Francisco County, California",2270,215
1500000US060750211003,60750211003,"Block Group 3, Census Tract 211, San Francisco County, California",2401,468
1500000US060750211004,60750211004,"Block Group 4, Census Tract 211, San Francisco County, California",1909,1167
1500000US060750212001,60750212001,"Block Group 1, Census Tract 212, San Francisco County, California",2200,318
1500000US060750212002,60750212002,"Block Group 2, Census Tract 212, San Francisco County, California",2536,419
1500000US060750212003,60750212003,"Block Group 3, Census Tract 212, San Francisco County, California",1705,235
1500000US060750213001,60750213001,"Block Group 1, Census Tract 213, San Francisco County, California",1750,155
1500000US060750213002,60750213002,"Block Group 2, Census Tract 213, San Francisco County, California",1849,331
1500000US060750214001,60750214001,"Block Group 1, Census Tract 214, San Francisco County, California",2792,817
1500000US060750214002,60750214002,"Block Group 2, Census Tract 214, San Francisco County, California",1867,394
1500000US060750214003,60750214003,"Block Group 3, Census Tract 214, San Francisco County, California",2921,985
1500000US060750215001,60750215001,"Block Group 1, Census Tract 215, San Francisco County, California",1294,232
1500000US060750215002,60750215002,"Block Group 2, Census Tract 215, San Francisco County, California",1985,952
1500000US060750215003,60750215003,"Block Group 3, Census Tract 215, San Francisco County, California",1422,325
1500000US060750215004,60750215004,"Block Group 4, Census Tract 215, San Francisco County, California",2261,516
1500000US060750215005,60750215005,"Block Group 5, Census Tract 215, San Francisco County, California",1426,468
1500000US060750216001,60750216001,"Block Group 1, Census Tract 216, San Francisco County, California",2309,324
1500000US060750216002,60750216002,"Block Group 2, Census Tract 216, San Francisco County, California",1846,978
1500000US060750217001,60750217001,"Block Group 1, Census Tract 217, San Francisco County, California",1457,161
1500000US060750217003,60750217003,"Block Group 3, Census Tract 217, San Francisco County, California",1285,587
1500000US060750218001,60750218001,"Block Group 1, Census Tract 218, San Francisco County, California",2010,345
1500000US060750218002,60750218002,"Block Group 2, Census Tract 218, San Francisco County, California",2597,1456
1500000US060750218003,60750218003,"Block Group 3, Census Tract 218, San Francisco County, California",1730,228
1500000US060750218004,60750218004,"Block Group 4, Census Tract 218, San Francisco County, California",2313,314
1500000US060750226001,60750226001,"Block Group 1, Census Tract 226, San Francisco County, California",2913,263
1500000US060750226002,60750226002,"Block Group 2, Census Tract 226, San Francisco County, California",2892,224
1500000US060750227021,60750227021,"Block Group 1, Census Tract 227.02, San Francisco County, California",2393,258
1500000US060750227022,60750227022,"Block Group 2, Census Tract 227.02, San Francisco County, California",1986,252
1500000US060750227041,60750227041,"Block Group 1, Census Tract 227.04, San Francisco County, California",2072,403
1500000US060750227042,60750227042,"Block Group 2, Census Tract 227.04, San Francisco County, California",2377,423
1500000US060750228011,60750228011,"Block Group 1, Census Tract 228.01, San Francisco County, California",1127,265
1500000US060750228012,60750228012,"Block Group 2, Census Tract 228.01, San Francisco County, California",1943,262
1500000US060750228013,60750228013,"Block Group 3, Census Tract 228.01, San Francisco County, California",1990,395
1500000US060750228021,60750228021,"Block Group 1, Census Tract 228.02, San Francisco County, California",1219,181
1500000US060750228022,60750228022,"Block Group 2, Census Tract 228.02, San Francisco County, California",1235,404
1500000US060750228031,60750228031,"Block Group 1, Census Tract 228.03, San Francisco County, California",1469,242
1500000US060750228032,60750228032,"Block Group 2, Census Tract 228.03, San Francisco County, California",1656,303
1500000US060750228033,60750228033,"Block Group 3, Census Tract 228.03, San Francisco County, California",1623,223
1500000US060750229011,60750229011,"Block Group 1, Census Tract 229.01, San Francisco County, California",1578,562
1500000US060750229012,60750229012,"Block Group 2, Census Tract 229.01, San Francisco County, California",1037,346
1500000US060750229013,60750229013,"Block Group 3, Census Tract 229.01, San Francisco County, California",1742,74
1500000US060750229021,60750229021,"Block Group 1, Census Tract 229.02, San Francisco County, California",1733,288
1500000US060750229022,60750229022,"Block Group 2, Census Tract 229.02, San Francisco County, California",1477,852
1500000US060750229031,60750229031,"Block Group 1, Census Tract 229.03, San Francisco County, California",1640,368
1500000US060750229032,60750229032,"Block Group 2, Census Tract 229.03, San Francisco County, California",1759,202
1500000US060750229033,60750229033,"Block Group 3, Census Tract 229.03, San Francisco County, California",1128,97
1500000US060750230011,60750230011,"Block Group 1, Census Tract 230.01, San Francisco County, California",1125,525
1500000US060750230012,60750230012,"Block Group 2, Census Tract 230.01, San Francisco County, California",1156,333
1500000US060750230013,60750230013,"Block Group 3, Census Tract 230.01, San Francisco County, California",1171,265
1500000US060750230031,60750230031,"Block Group 1, Census Tract 230.03, San Francisco County, California",1308,948
1500000US060750230032,60750230032,"Block Group 2, Census Tract 230.03, San Francisco County, California",1900,879
1500000US060750231021,60750231021,"Block Group 1, Census Tract 231.02, San Francisco County, California",500,131
1500000US060750231022,60750231022,"Block Group 2, Census Tract 231.02, San Francisco County, California",708,241
1500000US060750231031,60750231031,"Block Group 1, Census Tract 231.03, San Francisco County, California",589,415
1500000US060750231032,60750231032,"Block Group 2, Census Tract 231.03, San Francisco County, California",400,153
1500000US060750232001,60750232001,"Block Group 1, Census Tract 232, San Francisco County, California",1928,480
1500000US060750232002,60750232002,"Block Group 2, Census Tract 232, San Francisco County, California",528,434
1500000US060750233001,60750233001,"Block Group 1, Census Tract 233, San Francisco County, California",849,140
1500000US060750234001,60750234001,"Block Group 1, Census Tract 234, San Francisco County, California",885,288
1500000US060750234002,60750234002,"Block Group 2, Census Tract 234, San Francisco County, California",522,253
1500000US060750251001,60750251001,"Block Group 1, Census Tract 251, San Francisco County, California",1819,495
1500000US060750251002,60750251002,"Block Group 2, Census Tract 251, San Francisco County, California",2060,435
1500000US060750251003,60750251003,"Block Group 3, Census Tract 251, San Francisco County, California",1750,1142
1500000US060750252001,60750252001,"Block Group 1, Census Tract 252, San Francisco County, California",2034,1639
1500000US060750252002,60750252002,"Block Group 2, Census Tract 252, San Francisco County, California",1819,335
1500000US060750252004,60750252004,"Block Group 4, Census Tract 252, San Francisco County, California",2204,321
1500000US060750253001,60750253001,"Block Group 1, Census Tract 253, San Francisco County, California",2674,163
1500000US060750253002,60750253002,"Block Group 2, Census Tract 253, San Francisco County, California",2365,769
1500000US060750253003,60750253003,"Block Group 3, Census Tract 253, San Francisco County, California",988,813
1500000US060750253004,60750253004,"Block Group 4, Census Tract 253, San Francisco County, California",1411,188
1500000US060750254011,60750254011,"Block Group 1, Census Tract 254.01, San Francisco County, California",1103,531
1500000US060750254012,60750254012,"Block Group 2, Census Tract 254.01, San Francisco County, California",1775,483
1500000US060750254013,60750254013,"Block Group 3, Census Tract 254.01, San Francisco County, California",1845,922
1500000US060750254021,60750254021,"Block Group 1, Census Tract 254.02, San Francisco County, California",2475,468
1500000US060750254022,60750254022,"Block Group 2, Census Tract 254.02, San Francisco County, California",2217,718
1500000US060750254023,60750254023,"Block Group 3, Census Tract 254.02, San Francisco County, California",2250,1010
1500000US060750254031,60750254031,"Block Group 1, Census Tract 254.03, San Francisco County, California",1454,264
1500000US060750254032,60750254032,"Block Group 2, Census Tract 254.03, San Francisco County, California",694,49
1500000US060750255001,60750255001,"Block Group 1, Census Tract 255, San Francisco County, California",2745,117
1500000US060750255002,60750255002,"Block Group 2, Census Tract 255, San Francisco County, California",-,**
1500000US060750255003,60750255003,"Block Group 3, Census Tract 255, San Francisco County, California",1461,1187
1500000US060750255004,60750255004,"Block Group 4, Census Tract 255, San Francisco County, California",1602,1018
1500000US060750255005,60750255005,"Block Group 5, Census Tract 255, San Francisco County, California",-,**
1500000US060750255006,60750255006,"Block Group 6, Census Tract 255, San Francisco County, California",1592,358
1500000US060750256001,60750256001,"Block Group 1, Census Tract 256, San Francisco County, California",1220,836
1500000US060750256002,60750256002,"Block Group 2, Census Tract 256, San Francisco County, California",1169,1129
1500000US060750256003,60750256003,"Block Group 3, Census Tract 256, San Francisco County, California",1104,43
1500000US060750256004,60750256004,"Block Group 4, Census Tract 256, San Francisco County, California",1169,362
1500000US060750257011,60750257011,"Block Group 1, Census Tract 257.01, San Francisco County, California",2267,148
1500000US060750257012,60750257012,"Block Group 2, Census Tract 257.01, San Francisco County, California",2019,1132
1500000US060750257013,60750257013,"Block Group 3, Census Tract 257.01, San Francisco County, California",1097,579
1500000US060750257021,60750257021,"Block Group 1, Census Tract 257.02, San Francisco County, California",1442,265
